Margin(data: [.#.##..#.#], img[2411], T[0,0], d[N])
Margin(data: [..##.#.###], img[1979], T[0,180], d[S])
Margin(data: [###.#.....], img[1979], T[0,180], d[W])
Margin(data: [.....#.###], img[1979], T[0,270], d[N])
Margin(data: [#.#.####.#], img[1979], T[0,270], d[E])
Margin(data: [###.##..##], img[1979], T[0,270], d[S])
Margin(data: [..##.#.###], img[1979], T[0,270], d[W])
Margin(data: [..##.#.###], img[1979], T[1,0], d[N])
Margin(data: [###.##..##], img[1979], T[1,0], d[E])
Margin(data: [#.#.####.#], img[1979], T[1,0], d[S])
Margin(data: [.....#.###], img[1979], T[1,0], d[W])
Margin(data: [###.#.....], img[1979], T[1,90], d[N])
Margin(data: [..##.#.###], img[1979], T[1,90], d[E])
Margin(data: [##..##.###], img[1979], T[1,90], d[S])
Margin(data: [#.#.####.#], img[1979], T[1,90], d[W])
Margin(data: [#.####.#.#], img[1979], T[1,180], d[N])
Margin(data: [###.#.....], img[1979], T[1,180], d[E])
Margin(data: [###.#.##..], img[1979], T[1,180], d[S])
Margin(data: [##..##.###], img[1979], T[1,180], d[W])
Margin(data: [###.##..##], img[1979], T[1,270], d[N])
Margin(data: [#.####.#.#], img[1979], T[1,270], d[E])
Margin(data: [.....#.###], img[1979], T[1,270], d[S])
Margin(data: [###.#.##..], img[1979], T[1,270], d[W])
Margin(data: [..##..#.##], img[2131], T[0,0], d[N])
Margin(data: [#.##....##], img[2131], T[0,0], d[E])
Margin(data: [#...######], img[2131], T[0,0], d[S])
Margin(data: [.##..#.#.#], img[2131], T[0,0], d[W])
Margin(data: [#.#.#..##.], img[2131], T[0,90], d[N])
Margin(data: [..##..#.##], img[2131], T[0,90], d[E])
Margin(data: [##....##.#], img[2131], T[0,90], d[S])
Margin(data: [#...######], img[2131], T[0,90], d[W])
Margin(data: [######...#], img[2131], T[0,180], d[N])
Margin(data: [#.#.#..##.], img[2131], T[0,180], d[E])
Margin(data: [##.#..##..], img[2131], T[0,180], d[S])
Margin(data: [##....##.#], img[2131], T[0,180], d[W])
Margin(data: [#.##....##], img[2131], T[0,270], d[N])
Margin(data: [######...#], img[2131], T[0,270], d[E])
Margin(data: [.##..#.#.#], img[2131], T[0,270], d[S])
Margin(data: [##.#..##..], img[2131], T[0,270], d[W])
Margin(data: [##.#..##..], img[2131], T[1,0], d[N])
Margin(data: [.##..#.#.#], img[2131], T[1,0], d[E])
Margin(data: [######...#], img[2131], T[1,0], d[S])
Margin(data: [#.##....##], img[2131], T[1,0], d[W])
Margin(data: [##....##.#], img[2131], T[1,90], d[N])
Margin(data: [##.#..##..], img[2131], T[1,90], d[E])
Margin(data: [#.#.#..##.], img[2131], T[1,90], d[S])
Margin(data: [######...#], img[2131], T[1,90], d[W])
Margin(data: [#...######], img[2131], T[1,180], d[N])
Margin(data: [##....##.#], img[2131], T[1,180], d[E])
Margin(data: [..##..#.##], img[2131], T[1,180], d[S])
Margin(data: [#.#.#..##.], img[2131], T[1,180], d[W])
Margin(data: [.##..#.#.#], img[2131], T[1,270], d[N])
Margin(data: [#...######], img[2131], T[1,270], d[E])
Margin(data: [#.##....##], img[2131], T[1,270], d[S])
Margin(data: [..##..#.##], img[2131], T[1,270], d[W])
Margin(data: [.#.######.], img[2531], T[0,0], d[N])
Margin(data: [.###.##...], img[2531], T[0,0], d[E])
Margin(data: [.....#.##.], img[2531], T[0,0], d[S])
Margin(data: [....#.#...], img[2531], T[0,0], d[W])
Margin(data: [...#.#....], img[2531], T[0,90], d[N])
Margin(data: [.#.######.], img[2531], T[0,90], d[E])
Margin(data: [...##.###.], img[2531], T[0,90], d[S])
Margin(data: [.....#.##.], img[2531], T[0,90], d[W])
Margin(data: [.##.#.....], img[2531], T[0,180], d[N])
Margin(data: [...#.#....], img[2531], T[0,180], d[E])
Margin(data: [.######.#.], img[2531], T[0,180], d[S])
Margin(data: [...##.###.], img[2531], T[0,180], d[W])
Margin(data: [.###.##...], img[2531], T[0,270], d[N])
Margin(data: [.##.#.....], img[2531], T[0,270], d[E])
Margin(data: [....#.#...], img[2531], T[0,270], d[S])
Margin(data: [.######.#.], img[2531], T[0,270], d[W])
Margin(data: [.######.#.], img[2531], T[1,0], d[N])
Margin(data: [....#.#...], img[2531], T[1,0], d[E])
Margin(data: [.##.#.....], img[2531], T[1,0], d[S])
Margin(data: [.###.##...], img[2531], T[1,0], d[W])
Margin(data: [...##.###.], img[2531], T[1,90], d[N])
Margin(data: [.######.#.], img[2531], T[1,90], d[E])
Margin(data: [...#.#....], img[2531], T[1,90], d[S])
Margin(data: [.##.#.....], img[2531], T[1,90], d[W])
Margin(data: [.....#.##.], img[2531], T[1,180], d[N])
Margin(data: [...##.###.], img[2531], T[1,180], d[E])
Margin(data: [.#.######.], img[2531], T[1,180], d[S])
Margin(data: [...#.#....], img[2531], T[1,180], d[W])
Margin(data: [....#.#...], img[2531], T[1,270], d[N])
Margin(data: [.....#.##.], img[2531], T[1,270], d[E])
Margin(data: [.###.##...], img[2531], T[1,270], d[S])
Margin(data: [.#.######.], img[2531], T[1,270], d[W])
Margin(data: [####.###..], img[3167], T[0,0], d[N])
Margin(data: [.###..#.##], img[3167], T[0,0], d[E])
Margin(data: [######..##], img[3167], T[0,0], d[S])
Margin(data: [#######..#], img[3167], T[0,0], d[W])
Margin(data: [#..#######], img[3167], T[0,90], d[N])
Margin(data: [####.###..], img[3167], T[0,90], d[E])
Margin(data: [##.#..###.], img[3167], T[0,90], d[S])
Margin(data: [######..##], img[3167], T[0,90], d[W])
Margin(data: [##..######], img[3167], T[0,180], d[N])
Margin(data: [#..#######], img[3167], T[0,180], d[E])
Margin(data: [..###.####], img[3167], T[0,180], d[S])
Margin(data: [##.#..###.], img[3167], T[0,180], d[W])
Margin(data: [.###..#.##], img[3167], T[0,270], d[N])
Margin(data: [##..######], img[3167], T[0,270], d[E])
Margin(data: [#######..#], img[3167], T[0,270], d[S])
Margin(data: [..###.####], img[3167], T[0,270], d[W])
Margin(data: [..###.####], img[3167], T[1,0], d[N])
Margin(data: [#######..#], img[3167], T[1,0], d[E])
Margin(data: [##..######], img[3167], T[1,0], d[S])
Margin(data: [.###..#.##], img[3167], T[1,0], d[W])
Margin(data: [##.#..###.], img[3167], T[1,90], d[N])
Margin(data: [..###.####], img[3167], T[1,90], d[E])
Margin(data: [#..#######], img[3167], T[1,90], d[S])
Margin(data: [##..######], img[3167], T[1,90], d[W])
Margin(data: [######..##], img[3167], T[1,180], d[N])
Margin(data: [##.#..###.], img[3167], T[1,180], d[E])
Margin(data: [####.###..], img[3167], T[1,180], d[S])
Margin(data: [#..#######], img[3167], T[1,180], d[W])
Margin(data: [#######..#], img[3167], T[1,270], d[N])
Margin(data: [######..##], img[3167], T[1,270], d[E])
Margin(data: [.###..#.##], img[3167], T[1,270], d[S])
Margin(data: [####.###..], img[3167], T[1,270], d[W])
Margin(data: [#....#####], img[3191], T[0,0], d[N])
Margin(data: [#...##....], img[3191], T[0,0], d[E])
Margin(data: [#.##.##.#.], img[3191], T[0,0], d[S])
Margin(data: [##.#######], img[3191], T[0,0], d[W])
Margin(data: [#######.##], img[3191], T[0,90], d[N])
Margin(data: [#....#####], img[3191], T[0,90], d[E])
Margin(data: [....##...#], img[3191], T[0,90], d[S])
Margin(data: [#.##.##.#.], img[3191], T[0,90], d[W])
Margin(data: [.#.##.##.#], img[3191], T[0,180], d[N])
Margin(data: [#######.##], img[3191], T[0,180], d[E])
Margin(data: [#####....#], img[3191], T[0,180], d[S])
Margin(data: [....##...#], img[3191], T[0,180], d[W])
Margin(data: [#...##....], img[3191], T[0,270], d[N])
Margin(data: [.#.##.##.#], img[3191], T[0,270], d[E])
Margin(data: [##.#######], img[3191], T[0,270], d[S])
Margin(data: [#####....#], img[3191], T[0,270], d[W])
Margin(data: [#####....#], img[3191], T[1,0], d[N])
Margin(data: [##.#######], img[3191], T[1,0], d[E])
Margin(data: [.#.##.##.#], img[3191], T[1,0], d[S])
Margin(data: [#...##....], img[3191], T[1,0], d[W])
Margin(data: [....##...#], img[3191], T[1,90], d[N])
Margin(data: [#####....#], img[3191], T[1,90], d[E])
Margin(data: [#######.##], img[3191], T[1,90], d[S])
Margin(data: [.#.##.##.#], img[3191], T[1,90], d[W])
Margin(data: [#.##.##.#.], img[3191], T[1,180], d[N])
Margin(data: [....##...#], img[3191], T[1,180], d[E])
Margin(data: [#....#####], img[3191], T[1,180], d[S])
Margin(data: [#######.##], img[3191], T[1,180], d[W])
Margin(data: [##.#######], img[3191], T[1,270], d[N])
Margin(data: [#.##.##.#.], img[3191], T[1,270], d[E])
Margin(data: [#...##....], img[3191], T[1,270], d[S])
Margin(data: [#....#####], img[3191], T[1,270], d[W])
Margin(data: [#..#..####], img[3767], T[0,0], d[N])
Margin(data: [#....#.###], img[3767], T[0,0], d[E])
Margin(data: [.##.##..##], img[3767], T[0,0], d[S])
Margin(data: [###.......], img[3767], T[0,0], d[W])
Margin(data: [.......###], img[3767], T[0,90], d[N])
Margin(data: [#..#..####], img[3767], T[0,90], d[E])
Margin(data: [###.#....#], img[3767], T[0,90], d[S])
Margin(data: [.##.##..##], img[3767], T[0,90], d[W])
Margin(data: [##..##.##.], img[3767], T[0,180], d[N])
Margin(data: [.......###], img[3767], T[0,180], d[E])
Margin(data: [####..#..#], img[3767], T[0,180], d[S])
Margin(data: [###.#....#], img[3767], T[0,180], d[W])
Margin(data: [#....#.###], img[3767], T[0,270], d[N])
Margin(data: [##..##.##.], img[3767], T[0,270], d[E])
Margin(data: [###.......], img[3767], T[0,270], d[S])
Margin(data: [####..#..#], img[3767], T[0,270], d[W])
Margin(data: [####..#..#], img[3767], T[1,0], d[N])
Margin(data: [###.......], img[3767], T[1,0], d[E])
Margin(data: [##..##.##.], img[3767], T[1,0], d[S])
Margin(data: [#....#.###], img[3767], T[1,0], d[W])
Margin(data: [###.#....#], img[3767], T[1,90], d[N])
Margin(data: [####..#..#], img[3767], T[1,90], d[E])
Margin(data: [.......###], img[3767], T[1,90], d[S])
Margin(data: [##..##.##.], img[3767], T[1,90], d[W])
Margin(data: [.##.##..##], img[3767], T[1,180], d[N])
Margin(data: [###.#....#], img[3767], T[1,180], d[E])
Margin(data: [#..#..####], img[3767], T[1,180], d[S])
Margin(data: [.......###], img[3767], T[1,180], d[W])
Margin(data: [###.......], img[3767], T[1,270], d[N])
Margin(data: [.##.##..##], img[3767], T[1,270], d[E])
Margin(data: [#....#.###], img[3767], T[1,270], d[S])
Margin(data: [#..#..####], img[3767], T[1,270], d[W])
Margin(data: [##...##.##], img[2633], T[0,0], d[N])
Margin(data: [##..#.##..], img[2633], T[0,0], d[E])
Margin(data: [....#..##.], img[2633], T[0,0], d[S])
Margin(data: [##.#..#.#.], img[2633], T[0,0], d[W])
Margin(data: [.#.#..#.##], img[2633], T[0,90], d[N])
Margin(data: [##...##.##], img[2633], T[0,90], d[E])
Margin(data: [..##.#..##], img[2633], T[0,90], d[S])
Margin(data: [....#..##.], img[2633], T[0,90], d[W])
Margin(data: [.##..#....], img[2633], T[0,180], d[N])
Margin(data: [.#.#..#.##], img[2633], T[0,180], d[E])
Margin(data: [##.##...##], img[2633], T[0,180], d[S])
Margin(data: [..##.#..##], img[2633], T[0,180], d[W])
Margin(data: [##..#.##..], img[2633], T[0,270], d[N])
Margin(data: [.##..#....], img[2633], T[0,270], d[E])
Margin(data: [##.#..#.#.], img[2633], T[0,270], d[S])
Margin(data: [##.##...##], img[2633], T[0,270], d[W])
Margin(data: [##.##...##], img[2633], T[1,0], d[N])
Margin(data: [##.#..#.#.], img[2633], T[1,0], d[E])
Margin(data: [.##..#....], img[2633], T[1,0], d[S])
Margin(data: [##..#.##..], img[2633], T[1,0], d[W])
Margin(data: [..##.#..##], img[2633], T[1,90], d[N])
Margin(data: [##.##...##], img[2633], T[1,90], d[E])
Margin(data: [.#.#..#.##], img[2633], T[1,90], d[S])
Margin(data: [.##..#....], img[2633], T[1,90], d[W])
Margin(data: [....#..##.], img[2633], T[1,180], d[N])
Margin(data: [..##.#..##], img[2633], T[1,180], d[E])
Margin(data: [##...##.##], img[2633], T[1,180], d[S])
Margin(data: [.#.#..#.##], img[2633], T[1,180], d[W])
Margin(data: [##.#..#.#.], img[2633], T[1,270], d[N])
Margin(data: [....#..##.], img[2633], T[1,270], d[E])
Margin(data: [##..#.##..], img[2633], T[1,270], d[S])
Margin(data: [##...##.##], img[2633], T[1,270], d[W])
Margin(data: [...#.##.#.], img[2677], T[0,0], d[N])
Margin(data: [.....####.], img[2677], T[0,0], d[E])
Margin(data: [#.#..#....], img[2677], T[0,0], d[S])
Margin(data: [...##..###], img[2677], T[0,0], d[W])
Margin(data: [###..##...], img[2677], T[0,90], d[N])
Margin(data: [...#.##.#.], img[2677], T[0,90], d[E])
Margin(data: [.####.....], img[2677], T[0,90], d[S])
Margin(data: [#.#..#....], img[2677], T[0,90], d[W])
Margin(data: [....#..#.#], img[2677], T[0,180], d[N])
Margin(data: [###..##...], img[2677], T[0,180], d[E])
Margin(data: [.#.##.#...], img[2677], T[0,180], d[S])
Margin(data: [.####.....], img[2677], T[0,180], d[W])
Margin(data: [.....####.], img[2677], T[0,270], d[N])
Margin(data: [....#..#.#], img[2677], T[0,270], d[E])
Margin(data: [...##..###], img[2677], T[0,270], d[S])
Margin(data: [.#.##.#...], img[2677], T[0,270], d[W])
Margin(data: [.#.##.#...], img[2677], T[1,0], d[N])
Margin(data: [...##..###], img[2677], T[1,0], d[E])
Margin(data: [....#..#.#], img[2677], T[1,0], d[S])
Margin(data: [.....####.], img[2677], T[1,0], d[W])
Margin(data: [.####.....], img[2677], T[1,90], d[N])
Margin(data: [.#.##.#...], img[2677], T[1,90], d[E])
Margin(data: [###..##...], img[2677], T[1,90], d[S])
Margin(data: [....#..#.#], img[2677], T[1,90], d[W])
Margin(data: [#.#..#....], img[2677], T[1,180], d[N])
Margin(data: [.####.....], img[2677], T[1,180], d[E])
Margin(data: [...#.##.#.], img[2677], T[1,180], d[S])
Margin(data: [###..##...], img[2677], T[1,180], d[W])
Margin(data: [...##..###], img[2677], T[1,270], d[N])
Margin(data: [#.#..#....], img[2677], T[1,270], d[E])
Margin(data: [.....####.], img[2677], T[1,270], d[S])
Margin(data: [...#.##.#.], img[2677], T[1,270], d[W])
Margin(data: [.###.###.#], img[3989], T[0,0], d[N])
Margin(data: [##..#.#..#], img[3989], T[0,0], d[E])
Margin(data: [.#.##.####], img[3989], T[0,0], d[S])
Margin(data: [.#....#.#.], img[3989], T[0,0], d[W])
Margin(data: [.#.#....#.], img[3989], T[0,90], d[N])
Margin(data: [.###.###.#], img[3989], T[0,90], d[E])
Margin(data: [#..#.#..##], img[3989], T[0,90], d[S])
Margin(data: [.#.##.####], img[3989], T[0,90], d[W])
Margin(data: [####.##.#.], img[3989], T[0,180], d[N])
Margin(data: [.#.#....#.], img[3989], T[0,180], d[E])
Margin(data: [#.###.###.], img[3989], T[0,180], d[S])
Margin(data: [#..#.#..##], img[3989], T[0,180], d[W])
Margin(data: [##..#.#..#], img[3989], T[0,270], d[N])
Margin(data: [####.##.#.], img[3989], T[0,270], d[E])
Margin(data: [.#....#.#.], img[3989], T[0,270], d[S])
Margin(data: [#.###.###.], img[3989], T[0,270], d[W])
Margin(data: [#.###.###.], img[3989], T[1,0], d[N])
Margin(data: [.#....#.#.], img[3989], T[1,0], d[E])
Margin(data: [####.##.#.], img[3989], T[1,0], d[S])
Margin(data: [##..#.#..#], img[3989], T[1,0], d[W])
Margin(data: [#..#.#..##], img[3989], T[1,90], d[N])
Margin(data: [#.###.###.], img[3989], T[1,90], d[E])
Margin(data: [.#.#....#.], img[3989], T[1,90], d[S])
Margin(data: [####.##.#.], img[3989], T[1,90], d[W])
Margin(data: [.#.##.####], img[3989], T[1,180], d[N])
Margin(data: [#..#.#..##], img[3989], T[1,180], d[E])
Margin(data: [.###.###.#], img[3989], T[1,180], d[S])
Margin(data: [.#.#....#.], img[3989], T[1,180], d[W])
Margin(data: [.#....#.#.], img[3989], T[1,270], d[N])
Margin(data: [.#.##.####], img[3989], T[1,270], d[E])
Margin(data: [##..#.#..#], img[3989], T[1,270], d[S])
Margin(data: [.###.###.#], img[3989], T[1,270], d[W])
Margin(data: [####...#.#], img[2897], T[0,0], d[N])
Margin(data: [#.....#...], img[2897], T[0,0], d[E])
Margin(data: [.#.######.], img[2897], T[0,0], d[S])
Margin(data: [#.##.#....], img[2897], T[0,0], d[W])
Margin(data: [....#.##.#], img[2897], T[0,90], d[N])
Margin(data: [####...#.#], img[2897], T[0,90], d[E])
Margin(data: [...#.....#], img[2897], T[0,90], d[S])
Margin(data: [.#.######.], img[2897], T[0,90], d[W])
Margin(data: [.######.#.], img[2897], T[0,180], d[N])
Margin(data: [....#.##.#], img[2897], T[0,180], d[E])
Margin(data: [#.#...####], img[2897], T[0,180], d[S])
Margin(data: [...#.....#], img[2897], T[0,180], d[W])
Margin(data: [#.....#...], img[2897], T[0,270], d[N])
Margin(data: [.######.#.], img[2897], T[0,270], d[E])
Margin(data: [#.##.#....], img[2897], T[0,270], d[S])
Margin(data: [#.#...####], img[2897], T[0,270], d[W])
Margin(data: [#.#...####], img[2897], T[1,0], d[N])
Margin(data: [#.##.#....], img[2897], T[1,0], d[E])
Margin(data: [.######.#.], img[2897], T[1,0], d[S])
Margin(data: [#.....#...], img[2897], T[1,0], d[W])
Margin(data: [...#.....#], img[2897], T[1,90], d[N])
Margin(data: [#.#...####], img[2897], T[1,90], d[E])
Margin(data: [....#.##.#], img[2897], T[1,90], d[S])
Margin(data: [.######.#.], img[2897], T[1,90], d[W])
Margin(data: [.#.######.], img[2897], T[1,180], d[N])
Margin(data: [...#.....#], img[2897], T[1,180], d[E])
Margin(data: [####...#.#], img[2897], T[1,180], d[S])
Margin(data: [....#.##.#], img[2897], T[1,180], d[W])
Margin(data: [#.##.#....], img[2897], T[1,270], d[N])
Margin(data: [.#.######.], img[2897], T[1,270], d[E])
Margin(data: [#.....#...], img[2897], T[1,270], d[S])
Margin(data: [####...#.#], img[2897], T[1,270], d[W])
Margin(data: [#.#..#.##.], img[3803], T[0,0], d[N])
Margin(data: [..###.##.#], img[3803], T[0,0], d[E])
Margin(data: [#..#.#####], img[3803], T[0,0], d[S])
Margin(data: [###.###..#], img[3803], T[0,0], d[W])
Margin(data: [#..###.###], img[3803], T[0,90], d[N])
Margin(data: [#.#..#.##.], img[3803], T[0,90], d[E])
Margin(data: [#.##.###..], img[3803], T[0,90], d[S])
Margin(data: [#..#.#####], img[3803], T[0,90], d[W])
Margin(data: [#####.#..#], img[3803], T[0,180], d[N])
Margin(data: [#..###.###], img[3803], T[0,180], d[E])
Margin(data: [.##.#..#.#], img[3803], T[0,180], d[S])
Margin(data: [#.##.###..], img[3803], T[0,180], d[W])
Margin(data: [..###.##.#], img[3803], T[0,270], d[N])
Margin(data: [#####.#..#], img[3803], T[0,270], d[E])
Margin(data: [###.###..#], img[3803], T[0,270], d[S])
Margin(data: [.##.#..#.#], img[3803], T[0,270], d[W])
Margin(data: [.##.#..#.#], img[3803], T[1,0], d[N])
Margin(data: [###.###..#], img[3803], T[1,0], d[E])
Margin(data: [#####.#..#], img[3803], T[1,0], d[S])
Margin(data: [..###.##.#], img[3803], T[1,0], d[W])
Margin(data: [#.##.###..], img[3803], T[1,90], d[N])
Margin(data: [.##.#..#.#], img[3803], T[1,90], d[E])
Margin(data: [#..###.###], img[3803], T[1,90], d[S])
Margin(data: [#####.#..#], img[3803], T[1,90], d[W])
Margin(data: [#..#.#####], img[3803], T[1,180], d[N])
Margin(data: [#.##.###..], img[3803], T[1,180], d[E])
Margin(data: [#.#..#.##.], img[3803], T[1,180], d[S])
Margin(data: [#..###.###], img[3803], T[1,180], d[W])
Margin(data: [###.###..#], img[3803], T[1,270], d[N])
Margin(data: [#..#.#####], img[3803], T[1,270], d[E])
Margin(data: [..###.##.#], img[3803], T[1,270], d[S])
Margin(data: [#.#..#.##.], img[3803], T[1,270], d[W])
Margin(data: [.#.#####..], img[1187], T[0,0], d[N])
Margin(data: [..#...####], img[1187], T[0,0], d[E])
Margin(data: [#.##.##.##], img[1187], T[0,0], d[S])
Margin(data: [..##..####], img[1187], T[0,0], d[W])
Margin(data: [####..##..], img[1187], T[0,90], d[N])
Margin(data: [.#.#####..], img[1187], T[0,90], d[E])
Margin(data: [####...#..], img[1187], T[0,90], d[S])
Margin(data: [#.##.##.##], img[1187], T[0,90], d[W])
Margin(data: [##.##.##.#], img[1187], T[0,180], d[N])
Margin(data: [####..##..], img[1187], T[0,180], d[E])
Margin(data: [..#####.#.], img[1187], T[0,180], d[S])
Margin(data: [####...#..], img[1187], T[0,180], d[W])
Margin(data: [..#...####], img[1187], T[0,270], d[N])
Margin(data: [##.##.##.#], img[1187], T[0,270], d[E])
Margin(data: [..##..####], img[1187], T[0,270], d[S])
Margin(data: [..#####.#.], img[1187], T[0,270], d[W])
Margin(data: [..#####.#.], img[1187], T[1,0], d[N])
Margin(data: [..##..####], img[1187], T[1,0], d[E])
Margin(data: [##.##.##.#], img[1187], T[1,0], d[S])
Margin(data: [..#...####], img[1187], T[1,0], d[W])
Margin(data: [####...#..], img[1187], T[1,90], d[N])
Margin(data: [..#####.#.], img[1187], T[1,90], d[E])
Margin(data: [####..##..], img[1187], T[1,90], d[S])
Margin(data: [##.##.##.#], img[1187], T[1,90], d[W])
Margin(data: [#.##.##.##], img[1187], T[1,180], d[N])
Margin(data: [####...#..], img[1187], T[1,180], d[E])
Margin(data: [.#.#####..], img[1187], T[1,180], d[S])
Margin(data: [####..##..], img[1187], T[1,180], d[W])
Margin(data: [..##..####], img[1187], T[1,270], d[N])
Margin(data: [#.##.##.##], img[1187], T[1,270], d[E])
Margin(data: [..#...####], img[1187], T[1,270], d[S])
Margin(data: [.#.#####..], img[1187], T[1,270], d[W])
